v,d,s,r,p
8,0.050,28.547,1,1.236
12,0.061,31.146,1,1.208
24,0.057,28.132,1,1.576
4,0.021,12.415,0,1.095
8,0.042,22.229,0,1.195
12,0.038,14.571,0,1.377
24,0.038,20.769,0,1.646
4,0.030,16.428,1,1.116
8,0.064,34.130,1,1.175
12,0.063,25.649,1,1.195
24,0.080,27.468,1,1.364
4,0.092,37.071,0,1.029
8,0.061,35.074,0,1.219
12,0.059,30.672,0,1.359
24,0.028,15.778,0,1.789
4,0.030,14.301,1,1.192
8,0.051,20.642,1,1.160
12,0.028,15.791,1,1.284
24,0.019,10.696,1,2.131
4,0.031,11.061,0,1.175
8,0.093,32.005,0,1.135
12,0.025,12.042,0,1.511
24,0.030,11.427,0,1.672
4,0.056,30.117,1,1.005
8,0.084,34.199,1,1.058
12,0.093,38.929,1,1.268
24,0.071,24.810,1,1.607
4,0.072,28.605,0,1.119
8,0.046,22.732,0,1.222
12,0.023,10.062,0,1.515
24,0.040,17.541,0,1.543
4,0.072,26.732,1,1.052
8,0.051,29.857,1,1.112
12,0.059,33.422,1,1.241
24,0.022,13.059,1,1.799
4,0.059,32.588,0,1.053
8,0.060,26.034,0,1.194
12,0.044,21.430,0,1.229
24,0.058,21.308,0,1.666
4,0.040,23.006,1,1.010
8,0.065,38.494,1,1.179
12,0.076,31.049,1,1.225
24,0.044,22.862,1,1.630
4,0.064,37.906,0,1.115
8,0.064,36.544,0,1.236
12,0.032,18.304,0,1.251
24,0.064,19.328,0,1.486
4,0.044,16.697,1,1.076
8,0.037,12.378,1,1.213
12,0.020,10.990,1,1.305
24,0.031,17.112,1,1.555
4,0.042,22.287,0,1.131
8,0.043,16.342,0,1.171
12,0.049,27.190,0,1.375
24,0.065,33.956,0,1.391
4,0.044,24.630,1,1.088
8,0.064,37.588,1,1.208
12,0.024,11.184,1,1.340
24,0.048,25.844,1,1.541
4,0.061,22.303,0,1.047
8,0.058,28.018,0,1.262
12,0.091,31.666,0,1.280
24,0.055,20.618,0,1.439
4,0.031,17.441,1,1.062
8,0.062,25.463,1,1.138
12,0.032,18.606,1,1.342
24,0.073,30.869,1,1.352
4,0.068,25.714,0,1.071
8,0.068,23.422,0,1.203
12,0.030,15.702,0,1.444
24,0.044,25.360,0,1.526
4,0.047,16.955,1,1.083
8,0.081,30.069,1,1.126
12,0.020,10.269,1,1.430
24,0.059,34.052,1,1.622
4,0.049,24.507,0,1.058
8,0.091,36.245,0,1.209
12,0.080,25.629,0,1.302
24,0.052,26.120,0,1.528
4,0.040,22.028,1,1.012
8,0.035,15.507,1,1.347
12,0.100,38.113,1,1.235
24,0.035,17.729,1,1.595
4,0.071,24.395,0,1.090
8,0.029,15.386,0,1.165
12,0.057,31.106,0,1.291
24,0.073,24.838,0,1.341
4,0.061,20.491,1,1.106
8,0.027,13.144,1,1.225
12,0.056,31.457,1,1.204
24,0.056,25.369,1,1.662
4,0.019,11.121,0,1.204
8,0.125,38.838,0,1.014
12,0.059,26.650,0,1.384
24,0.061,32.167,0,1.665
4,0.032,19.089,1,1.173
8,0.041,13.111,1,1.294
12,0.072,24.352,1,1.332
24,0.067,36.500,1,1.555
4,0.025,10.563,0,1.113
8,0.030,16.236,0,1.232
12,0.078,29.299,0,1.206
24,0.056,30.157,0,1.429
4,0.050,16.976,1,1.081
8,0.040,22.042,1,1.132
12,0.033,17.774,1,1.336
24,0.041,14.694,1,1.576
4,0.035,14.533,0,1.151
8,0.024,14.181,0,1.346
12,0.038,18.449,0,1.287
24,0.041,21.250,0,1.743
4,0.045,15.966,1,1.031
8,0.038,18.109,1,1.145
12,0.081,30.649,1,1.329
24,0.067,26.216,1,1.411
4,0.053,22.496,0,1.042
8,0.077,39.637,0,1.241
12,0.071,32.636,0,1.252
24,0.043,23.846,0,1.719
4,0.065,34.583,1,1.107
8,0.033,15.377,1,1.159
12,0.082,30.287,1,1.205
24,0.087,30.796,1,1.567
4,0.093,39.158,0,1.097
8,0.063,35.618,0,1.125
12,0.078,39.631,0,1.144
24,0.022,10.677,0,1.750
4,0.074,34.449,1,1.018
8,0.033,11.068,1,1.324
12,0.075,36.019,1,1.179
24,0.046,17.164,1,1.599
4,0.092,28.650,0,1.019
8,0.036,20.673,0,1.236
12,0.080,27.146,0,1.144
24,0.055,19.465,0,1.678
4,0.028,14.677,1,1.204
8,0.072,26.103,1,1.211
12,0.063,33.400,1,1.213
24,0.042,23.762,1,1.662
4,0.057,31.349,0,1.115
8,0.041,14.621,0,1.299
12,0.078,23.954,0,1.282
24,0.078,37.597,0,1.468
4,0.074,36.608,1,1.068
8,0.063,33.869,1,1.224
12,0.056,18.824,1,1.278
24,0.111,37.168,1,1.457
4,0.083,33.919,0,1.107
8,0.060,22.329,0,1.090
12,0.104,39.234,0,1.148
24,0.065,20.277,0,1.437
4,0.076,32.075,1,0.997
8,0.049,21.142,1,1.177
12,0.028,13.051,1,1.359
24,0.121,37.413,1,1.395
4,0.035,20.031,0,1.067
8,0.046,25.593,0,1.124
12,0.054,23.696,0,1.245
24,0.043,23.287,0,1.738
4,0.043,15.077,1,1.087
8,0.020,10.045,1,1.267
12,0.096,37.208,1,1.274
24,0.073,27.632,1,1.515
4,0.066,21.953,0,1.053
8,0.130,39.175,0,1.219
12,0.046,25.449,0,1.415
24,0.024,12.297,0,1.752
4,0.038,13.148,1,1.195
8,0.027,11.353,1,1.193
12,0.078,29.194,1,1.270
24,0.027,11.744,1,1.921
4,0.045,14.555,0,1.118
8,0.056,26.869,0,1.072
12,0.031,15.700,0,1.301
24,0.031,17.889,0,1.746
4,0.080,34.746,1,1.121
8,0.052,31.394,1,1.188
12,0.080,25.861,1,1.348
24,0.064,26.469,1,1.632
4,0.023,10.816,0,1.180
8,0.090,33.153,0,1.117
12,0.080,36.722,0,1.147
24,0.039,12.550,0,1.678
4,0.028,11.185,1,1.137
8,0.043,23.032,1,1.279
12,0.056,23.444,1,1.297
24,0.033,15.735,1,1.676
4,0.046,24.314,0,1.112
8,0.022,12.710,0,1.173
12,0.047,21.526,0,1.233
24,0.066,24.667,0,1.516
4,0.025,12.594,1,1.064
8,0.067,25.107,1,1.268
12,0.072,24.922,1,1.191
24,0.084,32.969,1,1.545
4,0.046,17.030,0,1.081
8,0.038,18.389,0,1.239
12,0.075,27.799,0,1.122
24,0.100,33.574,0,1.358
4,0.053,31.324,1,1.075
8,0.051,19.544,1,1.101
12,0.090,29.434,1,1.152
24,0.031,10.582,1,1.672
4,0.070,29.276,0,1.027
8,0.090,33.097,0,1.085
12,0.040,19.853,0,1.416
24,0.112,37.716,0,1.455
4,0.069,26.446,1,1.032
8,0.030,16.060,1,1.124
12,0.036,16.637,1,1.447
24,0.051,16.917,1,1.554
4,0.057,23.515,0,1.099
8,0.099,39.549,0,1.197
12,0.056,33.528,0,1.167
24,0.041,20.298,0,1.765
4,0.121,37.402,1,1.020
8,0.054,28.794,1,1.279
12,0.041,24.195,1,1.247
24,0.069,37.071,1,1.393
4,0.059,18.795,0,1.102
8,0.073,23.797,0,1.143
12,0.040,12.202,0,1.359
24,0.045,24.804,0,1.504
4,0.055,20.552,1,1.094
8,0.044,15.984,1,1.215
12,0.060,32.869,1,1.230
24,0.061,27.071,1,1.551
4,0.076,24.112,0,1.128
8,0.028,13.758,0,1.235
12,0.036,15.024,0,1.246
24,0.096,36.174,0,1.293
4,0.044,23.334,1,1.000
8,0.072,37.879,1,1.150
12,0.025,14.951,1,1.318
24,0.054,16.756,1,1.464
4,0.113,39.641,0,1.041
8,0.035,12.392,0,1.114
12,0.036,12.003,0,1.362
24,0.048,23.086,0,1.632
4,0.030,15.487,1,1.043
8,0.075,28.733,1,1.119
12,0.026,11.672,1,1.461
24,0.053,29.644,1,1.441
4,0.089,33.632,0,1.099
8,0.032,17.921,0,1.181
12,0.099,34.613,0,1.242
24,0.050,25.027,0,1.677
4,0.076,33.940,1,1.087
8,0.072,26.872,1,1.077
12,0.057,26.620,1,1.161
24,0.070,38.266,1,1.410
4,0.038,21.451,0,1.090
8,0.103,35.919,0,1.184
12,0.048,28.641,0,1.286
24,0.062,21.174,0,1.583
4,0.051,29.857,1,1.000
8,0.059,35.171,1,1.231
12,0.057,25.850,1,1.246
24,0.040,19.418,1,1.486
4,0.043,13.582,0,1.109
8,0.042,20.770,0,1.326
12,0.020,10.668,0,1.395
24,0.072,35.731,0,1.453
4,0.048,27.327,1,1.187
8,0.079,28.498,1,1.243
12,0.069,35.401,1,1.338
24,0.082,39.361,1,1.316
4,0.034,15.156,0,1.163
8,0.066,24.103,0,1.076
12,0.070,37.714,0,1.327
24,0.050,19.449,0,1.606
4,0.065,28.673,1,1.030
8,0.026,12.369,1,1.166
12,0.029,16.138,1,1.447
24,0.055,23.845,1,1.492
4,0.034,10.688,0,1.093
8,0.082,35.196,0,1.103
12,0.066,32.886,0,1.249
24,0.040,16.625,0,1.640
4,0.046,27.574,1,0.993
8,0.056,32.393,1,1.175
12,0.079,37.912,1,1.271
24,0.021,10.028,1,1.917
4,0.051,29.047,0,1.052
8,0.054,22.678,0,1.162
12,0.042,16.267,0,1.205
24,0.044,25.987,0,1.547
4,0.024,10.210,1,1.112
8,0.068,21.191,1,1.151
12,0.051,29.121,1,1.205
24,0.065,35.771,1,1.412
4,0.079,38.015,0,1.095
8,0.094,33.040,0,1.231
12,0.078,26.266,0,1.110
24,0.108,33.633,0,1.454
4,0.063,20.859,1,1.004
8,0.126,38.710,1,1.100
12,0.099,30.336,1,1.170
24,0.045,21.765,1,1.585
4,0.110,34.873,0,1.031
8,0.052,16.357,0,1.096
12,0.039,16.408,0,1.430
24,0.060,31.977,0,1.557
4,0.034,14.761,1,1.057
8,0.073,32.988,1,1.048
12,0.095,32.225,1,1.159
24,0.104,37.435,1,1.303
4,0.077,34.608,0,1.125
8,0.052,20.480,0,1.119
12,0.059,29.123,0,1.327
24,0.069,30.568,0,1.357
4,0.107,37.151,1,1.026
8,0.064,23.088,1,1.205
12,0.042,16.317,1,1.187
24,0.060,20.193,1,1.639
4,0.033,14.644,0,1.063
8,0.037,15.648,0,1.137
12,0.104,32.251,0,1.187
24,0.110,35.328,0,1.337
4,0.059,24.236,1,1.180
8,0.046,15.207,1,1.303
12,0.037,20.330,1,1.241
24,0.038,14.126,1,1.535
4,0.047,27.785,0,1.069
8,0.063,24.326,0,1.063
12,0.097,30.344,0,1.148
24,0.059,21.962,0,1.610
4,0.056,30.375,1,1.169
8,0.062,36.525,1,1.280
12,0.034,14.681,1,1.440
24,0.044,16.880,1,1.693
4,0.031,18.244,0,1.086
8,0.063,37.580,0,1.068
12,0.070,39.155,0,1.237
24,0.033,18.222,0,1.722
4,0.067,38.108,1,0.974
8,0.065,26.370,1,1.146
12,0.071,32.411,1,1.301
24,0.047,27.888,1,1.581
4,0.073,35.322,0,1.100
8,0.035,11.801,0,1.159
12,0.079,35.398,0,1.293
24,0.092,37.563,0,1.480
4,0.036,19.469,1,1.112
8,0.081,28.791,1,1.229
12,0.047,20.350,1,1.270
24,0.084,34.810,1,1.303
4,0.034,16.934,0,1.066
8,0.072,37.455,0,1.263
12,0.038,14.519,0,1.346
24,0.051,28.487,0,1.491
4,0.076,26.422,1,1.041
8,0.059,23.948,1,1.191
12,0.071,22.151,1,1.227
24,0.035,18.506,1,1.840
4,0.040,22.962,0,1.136
8,0.037,21.562,0,1.259
12,0.066,38.663,0,1.136
24,0.024,12.363,0,1.723
4,0.081,25.442,1,1.145
8,0.037,22.133,1,1.277
12,0.093,35.669,1,1.294
24,0.031,10.788,1,1.667
4,0.081,26.336,0,1.071
8,0.104,31.839,0,1.196
12,0.069,38.652,0,1.357
24,0.071,24.134,0,1.543
4,0.100,38.504,1,1.122
8,0.094,30.068,1,1.044
12,0.100,34.424,1,1.208
24,0.045,19.612,1,1.561
4,0.044,17.511,0,1.088
8,0.058,25.402,0,1.177
12,0.071,26.654,0,1.340
24,0.078,36.506,0,1.494
4,0.091,33.622,1,1.037
8,0.064,31.502,1,1.147
12,0.057,23.605,1,1.268
24,0.080,32.567,1,1.365
4,0.062,32.240,0,1.055
8,0.086,27.467,0,1.205
12,0.024,12.472,0,1.459
24,0.073,28.987,0,1.332
4,0.025,12.017,1,1.093
8,0.043,14.538,1,1.260
12,0.101,31.564,1,1.219
24,0.024,13.108,1,1.819
4,0.056,26.013,0,1.048
8,0.045,17.208,0,1.313
12,0.095,39.801,0,1.139
24,0.054,23.720,0,1.670
4,0.069,39.163,1,1.016
8,0.081,28.438,1,1.257
12,0.093,30.074,1,1.313
24,0.026,14.021,1,1.822
4,0.041,24.390,0,1.074
8,0.074,38.055,0,1.113
12,0.063,35.124,0,1.371
24,0.049,15.191,0,1.512
4,0.069,39.315,1,1.157
8,0.044,23.815,1,1.222
12,0.023,10.991,1,1.430
24,0.077,25.407,1,1.462
4,0.052,30.964,0,1.145
8,0.059,25.711,0,1.273
12,0.023,13.731,0,1.539
24,0.093,29.480,0,1.283
4,0.073,31.113,1,1.114
8,0.040,16.840,1,1.134
12,0.048,27.655,1,1.296
24,0.055,31.414,1,1.678
4,0.066,29.480,0,1.134
8,0.095,36.906,0,1.184
12,0.026,12.719,0,1.522
24,0.079,32.574,0,1.416
4,0.100,36.159,1,1.046
8,0.076,37.734,1,1.231
12,0.095,30.840,1,1.111
24,0.068,34.960,1,1.397
4,0.092,36.699,0,1.079
8,0.054,24.159,0,1.203
12,0.025,10.291,0,1.505
24,0.073,26.294,0,1.575
4,0.111,38.951,1,1.074
8,0.073,31.707,1,1.216
12,0.022,12.114,1,1.543
24,0.040,17.122,1,1.712
4,0.025,11.852,0,1.147
8,0.075,39.831,0,1.051
12,0.093,27.951,0,1.309
24,0.063,23.056,0,1.611
4,0.019,11.051,1,1.217
8,0.030,10.675,1,1.364
12,0.019,10.528,1,1.347
24,0.062,33.247,1,1.393
4,0.030,10.723,0,1.145
8,0.063,31.070,0,1.192
12,0.022,11.740,0,1.498
24,0.060,27.452,0,1.570
4,0.048,18.395,1,1.084
8,0.044,24.381,1,1.276
12,0.063,35.915,1,1.198
24,0.039,13.137,1,1.521
4,0.071,35.275,0,1.103
8,0.062,26.840,0,1.166
12,0.047,15.155,0,1.236
24,0.050,24.222,0,1.587
4,0.082,29.171,1,0.958
8,0.040,20.831,1,1.328
12,0.085,37.213,1,1.103
24,0.091,39.143,1,1.359
4,0.038,14.152,0,1.067
8,0.104,38.586,0,1.209
12,0.063,30.578,0,1.334
24,0.091,31.011,0,1.370
4,0.047,26.054,1,1.158
8,0.043,13.462,1,1.119
12,0.064,31.279,1,1.151
24,0.070,25.184,1,1.393
4,0.037,11.834,0,1.092
8,0.106,39.038,0,1.080
12,0.056,30.107,0,1.149
24,0.049,27.681,0,1.632
4,0.130,39.455,1,0.968
8,0.036,15.936,1,1.213
12,0.091,32.038,1,1.301
24,0.026,10.720,1,1.721
4,0.040,20.767,0,1.100
8,0.106,38.471,0,1.173
12,0.107,33.273,0,1.291
24,0.102,31.410,0,1.508
4,0.033,14.380,1,1.012
8,0.039,14.498,1,1.166
12,0.060,24.154,1,1.268
24,0.021,10.740,1,1.856
4,0.075,26.797,0,1.102
8,0.031,13.262,0,1.246
12,0.030,14.495,0,1.323
24,0.044,21.755,0,1.483
4,0.061,23.208,1,1.140
8,0.058,32.543,1,1.242
12,0.023,13.273,1,1.318
24,0.059,31.305,1,1.506
4,0.084,38.848,0,1.075
8,0.048,28.247,0,1.216
12,0.067,39.161,0,1.238
24,0.035,13.017,0,1.771
4,0.092,30.973,1,0.984
8,0.087,34.725,1,1.175
12,0.049,29.630,1,1.282
24,0.091,27.874,1,1.337
4,0.038,12.241,0,1.079
8,0.089,37.849,0,1.062
12,0.022,10.906,0,1.397
24,0.062,29.019,0,1.439
4,0.086,37.366,1,1.122
8,0.048,24.728,1,1.184
12,0.022,10.490,1,1.338
24,0.077,35.993,1,1.403
4,0.094,39.548,0,1.023
8,0.077,36.653,0,1.180
12,0.053,24.908,0,1.282
24,0.047,23.538,0,1.515
4,0.047,18.132,1,1.088
8,0.053,31.473,1,1.233
12,0.072,32.590,1,1.213
24,0.122,38.141,1,1.449
4,0.055,28.847,0,1.116
8,0.057,26.299,0,1.256
12,0.082,24.565,0,1.120
24,0.026,14.882,0,1.937
4,0.077,37.361,1,1.028
8,0.101,33.459,1,1.192
12,0.074,39.061,1,1.204
24,0.118,38.817,1,1.344
4,0.079,37.982,0,1.087
8,0.109,36.180,0,1.116
12,0.070,35.129,0,1.358
24,0.043,25.532,0,1.643
4,0.023,11.993,1,1.163
8,0.056,33.293,1,1.196
12,0.064,37.068,1,1.177
24,0.098,30.362,1,1.364
4,0.080,38.962,0,1.120
8,0.029,16.068,0,1.244
12,0.034,16.655,0,1.375
24,0.057,17.315,0,1.604
4,0.035,18.497,1,1.065
8,0.038,21.288,1,1.208
12,0.087,30.005,1,1.158
24,0.096,31.605,1,1.350
4,0.040,19.097,0,1.126
8,0.071,29.438,0,1.260
12,0.053,28.936,0,1.306
24,0.078,26.763,0,1.382
4,0.106,35.670,1,1.032
8,0.055,20.864,1,1.297
12,0.057,27.935,1,1.195
24,0.035,14.335,1,1.659
4,0.075,26.254,0,1.111
8,0.026,14.886,0,1.140
12,0.020,11.592,0,1.480
24,0.038,21.163,0,1.729
4,0.032,10.385,1,1.037
8,0.042,23.541,1,1.235
12,0.053,27.918,1,1.191
24,0.041,16.765,1,1.673
4,0.064,25.033,0,1.119
8,0.056,24.545,0,1.213
12,0.053,19.969,0,1.341
24,0.069,39.658,0,1.530
4,0.070,31.950,1,1.025
8,0.073,29.551,1,1.104
12,0.036,16.729,1,1.205
24,0.067,39.076,1,1.527
4,0.036,13.566,0,1.091
8,0.046,24.517,0,1.122
12,0.049,26.665,0,1.271
24,0.031,17.288,0,1.612
4,0.082,27.144,1,1.148
8,0.071,34.765,1,1.197
12,0.032,16.616,1,1.452
24,0.078,36.404,1,1.352
4,0.103,39.867,0,1.073
8,0.042,19.273,0,1.141
12,0.078,26.008,0,1.287
24,0.042,19.164,0,1.591
4,0.036,19.489,1,1.055
8,0.043,13.820,1,1.309
12,0.083,35.707,1,1.219
24,0.050,24.737,1,1.484
4,0.034,14.335,0,1.152
8,0.066,36.106,0,1.082
12,0.048,21.848,0,1.359
24,0.027,14.632,0,1.652
4,0.025,11.732,1,1.071
8,0.082,35.807,1,1.156
12,0.023,12.846,1,1.538
24,0.064,36.758,1,1.529
4,0.070,35.203,0,1.074
8,0.115,38.029,0,1.216
12,0.032,18.441,0,1.389
24,0.069,28.125,0,1.506
4,0.084,36.046,1,1.050
8,0.086,39.602,1,1.135
12,0.052,16.300,1,1.337
24,0.061,34.373,1,1.458
4,0.110,38.290,0,1.069
8,0.092,39.518,0,1.248
12,0.098,38.752,0,1.256
24,0.039,22.352,0,1.599
4,0.056,23.109,1,1.066
8,0.073,24.971,1,1.066
12,0.093,38.425,1,1.153
24,0.067,21.129,1,1.596
4,0.038,20.566,0,1.121
8,0.041,19.553,0,1.105
12,0.067,38.126,0,1.369
24,0.081,32.189,0,1.366
4,0.040,18.501,1,1.144
8,0.063,26.997,1,1.182
12,0.030,15.311,1,1.456
24,0.031,13.146,1,1.713
4,0.046,26.448,0,1.078
8,0.064,32.540,0,1.220
12,0.055,25.774,0,1.152
24,0.048,16.272,0,1.486
4,0.066,33.760,1,1.059
8,0.061,29.146,1,1.283
12,0.066,23.700,1,1.196
24,0.103,34.807,1,1.343
4,0.054,20.922,0,1.080
8,0.051,15.911,0,1.162
12,0.095,34.400,0,1.117
24,0.029,12.919,0,1.765
4,0.053,29.659,1,1.089
8,0.083,32.935,1,1.200
12,0.091,33.910,1,1.297
24,0.034,17.979,1,1.826
4,0.055,31.916,0,1.127
8,0.062,27.803,0,1.255
12,0.045,22.756,0,1.285
24,0.040,16.869,0,1.768
4,0.030,15.440,1,1.043
8,0.046,19.737,1,1.170
12,0.041,13.725,1,1.361
24,0.097,30.423,1,1.386
4,0.053,27.442,0,1.068
8,0.041,23.008,0,1.323
12,0.073,30.668,0,1.357
24,0.049,25.285,0,1.447
4,0.059,30.919,1,1.050
8,0.085,38.128,1,1.097
12,0.092,39.574,1,1.316
24,0.033,16.499,1,1.867
4,0.018,10.120,0,1.201
8,0.060,22.348,0,1.125
12,0.045,22.321,0,1.200
24,0.084,27.693,0,1.528
4,0.079,33.090,1,1.026
8,0.028,15.856,1,1.322
12,0.064,28.202,1,1.148
24,0.048,19.347,1,1.518
4,0.040,14.198,0,1.160
8,0.022,12.047,0,1.337
12,0.032,14.291,0,1.347
24,0.102,34.294,0,1.290
4,0.026,15.774,1,1.166
8,0.079,24.969,1,1.244
12,0.045,20.340,1,1.311
24,0.058,19.662,1,1.682
4,0.073,22.683,0,1.110
8,0.032,18.331,0,1.329
12,0.091,31.026,0,1.318
24,0.100,37.786,0,1.450
4,0.025,13.621,1,1.042
8,0.041,16.548,1,1.276
12,0.030,12.440,1,1.386
24,0.028,13.631,1,1.638
4,0.055,19.195,0,1.124
8,0.052,22.526,0,1.210
12,0.086,38.681,0,1.098
24,0.048,16.512,0,1.577
4,0.071,31.682,1,1.084
8,0.022,10.936,1,1.299
12,0.064,36.233,1,1.177
24,0.101,30.295,1,1.499
4,0.068,21.671,0,1.118
8,0.020,11.344,0,1.282
12,0.028,16.636,0,1.307
24,0.065,25.387,0,1.628
4,0.088,33.649,1,0.966
8,0.085,38.157,1,1.111
12,0.065,38.666,1,1.364
24,0.032,18.261,1,1.862
4,0.061,30.433,0,1.110
8,0.027,11.332,0,1.314
12,0.030,13.934,0,1.471
24,0.027,11.119,0,1.800
4,0.042,22.813,1,1.178
8,0.083,36.576,1,1.217
12,0.026,10.187,1,1.395
24,0.071,36.398,1,1.374
4,0.095,38.940,0,1.042
8,0.063,19.521,0,1.198
12,0.087,34.517,0,1.300
24,0.047,14.607,0,1.629
4,0.057,19.054,1,0.997
8,0.055,23.908,1,1.139
12,0.050,24.573,1,1.406
24,0.074,23.897,1,1.478
4,0.105,36.314,0,1.039
8,0.029,13.929,0,1.250
12,0.053,28.009,0,1.275
24,0.049,28.045,0,1.655
4,0.084,28.371,1,1.132
8,0.110,37.625,1,1.135
12,0.075,34.282,1,1.219
24,0.095,37.825,1,1.373
4,0.034,17.530,0,1.152
8,0.085,34.979,0,1.175
12,0.047,25.277,0,1.325
24,0.129,39.413,0,1.256
4,0.045,18.349,1,1.062
8,0.070,27.494,1,1.169
12,0.058,21.178,1,1.201
24,0.065,27.277,1,1.604
4,0.075,28.012,0,1.029
8,0.041,14.330,0,1.314
12,0.045,17.987,0,1.416
24,0.029,12.522,0,1.846
4,0.065,37.645,1,1.065
8,0.060,24.154,1,1.182
12,0.081,27.610,1,1.195
24,0.091,32.805,1,1.406
4,0.025,12.796,0,1.129
8,0.113,38.978,0,1.198
12,0.075,24.950,0,1.324
24,0.075,22.891,0,1.385
4,0.059,33.367,1,1.157
8,0.082,37.219,1,1.223
12,0.055,22.195,1,1.221
24,0.094,30.843,1,1.296
4,0.056,26.300,0,1.073
8,0.067,36.589,0,1.165
12,0.045,14.441,0,1.266
24,0.032,12.944,0,1.748
4,0.071,38.392,1,0.996
8,0.091,39.981,1,1.032
12,0.072,37.200,1,1.250
24,0.074,37.146,1,1.371
4,0.065,29.772,0,1.101
8,0.098,30.402,0,1.177
12,0.051,28.829,0,1.163
24,0.021,10.772,0,1.813
4,0.027,14.243,1,1.073
8,0.113,38.287,1,1.069
12,0.030,12.594,1,1.238
24,0.031,18.380,1,1.804
4,0.030,10.700,0,1.151
8,0.052,29.359,0,1.248
12,0.057,19.887,0,1.220
24,0.033,16.827,0,1.691
4,0.038,13.006,1,1.004
8,0.052,16.067,1,1.156
12,0.091,32.415,1,1.209
24,0.046,14.309,1,1.623
4,0.119,36.749,0,1.046
8,0.126,39.708,0,1.107
12,0.065,37.877,0,1.143
24,0.043,17.708,0,1.579
4,0.061,19.953,1,1.147
8,0.102,33.706,1,1.157
12,0.041,18.110,1,1.406
24,0.081,27.449,1,1.342
4,0.050,23.553,0,1.125
8,0.029,11.831,0,1.313
12,0.044,26.241,0,1.255
24,0.069,38.610,0,1.469
4,0.036,17.520,1,1.113
8,0.061,34.240,1,1.071
12,0.095,39.528,1,1.280
24,0.037,19.280,1,1.540
4,0.111,33.342,0,1.015
8,0.052,29.436,0,1.163
12,0.090,33.848,0,1.202
24,0.070,36.940,0,1.341
4,0.048,20.932,1,1.133
8,0.092,31.886,1,1.178
12,0.035,18.180,1,1.222
24,0.086,35.504,1,1.315
4,0.028,12.871,0,1.147
8,0.066,36.851,0,1.181
12,0.025,12.945,0,1.342
24,0.071,29.995,0,1.499
4,0.029,12.992,1,1.206
8,0.071,31.316,1,1.231
12,0.019,10.928,1,1.512
24,0.046,24.535,1,1.504
4,0.031,18.376,0,1.142
8,0.032,17.807,0,1.216
12,0.077,37.906,0,1.181
24,0.062,26.866,0,1.586
4,0.063,34.355,1,1.159
8,0.060,31.512,1,1.167
12,0.075,31.766,1,1.181
24,0.093,35.129,1,1.435
4,0.050,26.293,0,1.080
8,0.028,12.994,0,1.254
12,0.053,22.805,0,1.275
24,0.045,24.821,0,1.613
4,0.027,10.434,1,1.015
8,0.027,12.857,1,1.295
12,0.054,31.282,1,1.264
24,0.064,29.656,1,1.406
4,0.041,24.092,0,1.155
8,0.067,31.883,0,1.214
12,0.074,29.760,0,1.212
24,0.043,25.735,0,1.472
4,0.025,14.314,1,1.180
8,0.048,24.682,1,1.148
12,0.034,10.776,1,1.454
24,0.049,28.799,1,1.492
4,0.062,29.530,0,1.140
8,0.075,36.351,0,1.146
12,0.072,33.463,0,1.213
24,0.060,29.277,0,1.603
4,0.039,21.679,1,1.074
8,0.068,36.775,1,1.258
12,0.125,38.066,1,1.270
24,0.063,31.419,1,1.534
4,0.056,30.574,0,1.086
8,0.086,37.033,0,1.086
12,0.092,36.258,0,1.306
24,0.095,36.241,0,1.284
4,0.037,15.951,1,1.097
8,0.072,25.344,1,1.273
12,0.053,29.909,1,1.271
24,0.057,19.682,1,1.454
4,0.037,15.995,0,1.109
8,0.056,26.312,0,1.106
12,0.087,29.234,0,1.190
24,0.065,36.741,0,1.407
4,0.057,29.402,1,1.071
8,0.073,39.928,1,1.228
12,0.041,14.855,1,1.198
24,0.057,26.605,1,1.393
4,0.081,38.458,0,1.108
8,0.059,34.304,0,1.159
12,0.034,11.247,0,1.422
24,0.089,30.828,0,1.430
4,0.020,10.584,1,1.133
8,0.038,18.609,1,1.241
12,0.051,28.660,1,1.304
24,0.051,21.459,1,1.449
4,0.054,27.356,0,1.112
8,0.053,25.046,0,1.200
12,0.059,28.582,0,1.168
24,0.054,22.188,0,1.569
4,0.036,13.128,1,1.049
8,0.058,28.829,1,1.272
12,0.085,29.767,1,1.145
24,0.058,28.827,1,1.394
4,0.057,22.846,0,1.066
8,0.050,20.623,0,1.159
12,0.036,11.778,0,1.415
24,0.029,17.441,0,1.758
4,0.035,18.755,1,1.078
8,0.037,15.879,1,1.194
12,0.036,15.322,1,1.207
24,0.042,16.548,1,1.611
4,0.091,35.350,0,1.070
8,0.054,20.830,0,1.188
12,0.047,23.755,0,1.296
24,0.078,28.747,0,1.425
4,0.064,26.386,1,0.988
8,0.078,35.395,1,1.238
12,0.037,20.899,1,1.456
24,0.085,25.672,1,1.568
4,0.061,24.589,0,1.115
8,0.044,18.734,0,1.290
12,0.078,38.484,0,1.207
24,0.092,32.968,0,1.472
4,0.082,36.133,1,1.004
8,0.102,35.724,1,1.054
12,0.082,33.086,1,1.118
24,0.048,21.556,1,1.604
4,0.053,31.851,0,1.085
8,0.072,27.675,0,1.091
12,0.065,26.428,0,1.313
24,0.035,18.348,0,1.675
4,0.037,18.601,1,1.130
8,0.061,22.341,1,1.279
12,0.073,34.537,1,1.331
